Mapillary_ID,Latitude,Longitude,country_code,country_name,continent,geocoded_city
Bz5-mgMDWk6gMN_gLPwnxg,-23.666241,-46.6940375,BR,Brazil,South America,Diadema
C8Xyfj2asi5f7pj0Qrjtgw,50.090244,14.467371,CZ,Czechia,Europe,Liben
WGc3hh2c4yPlOcG-L-uCaA,40.769686666667,-111.90270166667,US,United States,North America,Salt Lake City
5r35aLpzDE_FffYP6Eqf3w,48.878299,2.370489,FR,France,Europe,Paris
uuBsafQ1r406IWQ5ULTR_A,35.051629850556,138.42728854167,JP,Japan,Asia,Shizuoka-shi
ZxDGgapMr-SX6uDa-BD9Eg,35.076443,136.66616,JP,Japan,Asia,Tsushima
dLxMAzJH8MG2HwyYUFnnGA,48.789684,-122.491861,US,United States,North America,Bellingham
C3ZCBfbFRpxWH6gEhKfRPw,36.037096,140.178739,JP,Japan,Asia,Naka
ogbOuYoAkr0nIs3BmMKF4w,52.398775,5.271248,NL,Netherlands,Europe,Almere Stad
WaZHNbp6bNc4KJ8COXUMtg,10.40451136,-66.90442701,VE,"Venezuela, Bolivarian Republic of",South America,Baruta
lM1BUd_zEUb7EW2mCwzYAA,35.65542,139.79787,JP,Japan,Asia,Urayasu
2taV5obPb56PZWx8nkAWyg,42.038254,-88.109425,US,United States,North America,Schaumburg
f8L05EBsJmre2L20gNIBjQ,55.956742,-3.196345,GB,United Kingdom,Europe,Edinburgh
SB2e-ameWxpBv4om-ykkwA,23.134841559108,-82.368983582687,CU,Cuba,North America,Centro Habana
8GMhcND28oX6MCrGOIqALQ,53.4023429,-6.1508616,IE,Ireland,Europe,Donaghmede
ehIH2DPf1NwcN_sgzEAKWw,10.57787405,-66.99650309,VE,"Venezuela, Bolivarian Republic of",South America,Catia La Mar
HQfBG40VYPVM1PNZiv4Qmg,22.220915,114.205835,HK,Hong Kong,Asia,Wan Chai
d05VxFYu5wrmWUv1lMFCCg,37.636704722222,-122.44754138889,US,United States,North America,San Bruno
nH-gC8WSKJZMmy403ipJkA,37.808498785495,-122.41386968808,US,United States,North America,San Francisco
74aa8LHMiDmis_rRQon4fg,51.338930555556,12.304580555556,DE,Germany,Europe,Leipzig
ZDxP1g2BfCSdHBvZfuJEFQ,50.109347222222,8.6719027777778,DE,Germany,Europe,Frankfurt am Main
h5eazKC58YgCg_VxcZOWaQ,49.177213311209,-123.12526071441,CA,Canada,North America,Richmond
MbPE1SdjzPspEKXXOf5b3A,41.88219717,-87.83406324,US,United States,North America,Maywood
1PA--U0r9AjcC2IxMw7nJQ,-23.598539,-46.640215,BR,Brazil,South America,Sao Paulo
4IMdOrlMZiYIEH7a8OWf0A,47.608100006306,-122.32833574611,US,United States,North America,Seattle
2t9a84w3wgg4QFPFBmNOUA,48.860945,2.367262,FR,France,Europe,Paris
mspA0hAOxhK3BU1eD9H1lQ,32.724225,-117.164829,US,United States,North America,San Diego
HRbQIgfLbDC9_2tE5lxx-w,41.903692,12.5092069,IT,Italy,Europe,Rome
1E71kNzKyl49VCYcBINowA,39.77273665,116.51170101,CN,China,Asia,Jiugong
kPMEWyFJlcMC6X3shlqeYg,-27.436034,152.935247,AU,Australia,Oceania,Ferny Hills
lu4O0-rC9S8yn5iL-u47EA,34.966104267778,138.39000235861,JP,Japan,Asia,Shizuoka-shi
s9RMyYTeDT4yGUMdIeCGGA,35.367465,139.098969,JP,Japan,Asia,Hadano
mJbe4uZYmPzqgKenEJWSZQ,-34.58862221,-58.39162833,AR,Argentina,South America,Retiro
HTbZEiuBABTkxbWIZAPllg,52.375114,4.862471,NL,Netherlands,Europe,Amsterdam
k5rshwxr4OsIBYROLfX4Tw,10.44696794,-66.92347658,VE,"Venezuela, Bolivarian Republic of",South America,Baruta
BRe9YkN1bb7PaWUZQGwzxQ,43.45273346,142.64789137,JP,Japan,Asia,Shimo-furano
5J7I1z4fW_tx1g76dFOjlQ,33.44546904,-112.06997624,US,United States,North America,Phoenix
5gPWjcG-qCrBo4KQrUaSmw,43.071174,141.495027,JP,Japan,Asia,Ebetsu
CNd4K_N7x0n45Y12SST_jw,35.625962,139.605497,JP,Japan,Asia,Chofugaoka
8l0pneUC6HEWxgrjyx1B6w,52.154972735675,5.3950235246784,NL,Netherlands,Europe,Amersfoort
W4SbbddXg1x2v23VArJLsg,35.154752,138.826734,JP,Japan,Asia,Numazu
fZQeb5rRjZzOLbW2xpH9zg,47.6535681,-122.3147764,US,United States,North America,Seattle
X4d27DAN73gY1wzYJYG7ZQ,36.05237,140.215635,JP,Japan,Asia,Ami
7bG7U7WIvfaBhUG5IJU27w,45.703869899735,11.482880953699,IT,Italy,Europe,Thiene
Psb6fQFn8zF049Hk_caWSQ,50.100967220823,14.472588987906,CZ,Czechia,Europe,Liben
mTpLasw2fcmOT5_ctNLrYA,47.5282473,19.0330924,HU,Hungary,Europe,Budapest II. keruelet
MhvwwOdnMazQXNbEMjeSdA,43.6549904,-108.2002767,US,United States,North America,Thermopolis
wqBlbWamKeoxyo1dnpktpg,-12.085560802021,-77.040773759965,PE,Peru,South America,San Isidro
C-HZFpXAazkR1UW9lRp5dQ,41.87080865,-87.87079276,US,United States,North America,Bellwood
n2nEbvkPfraMPfDQ5y-JbQ,47.81781369,-122.37102963,US,United States,North America,Edmonds
41MeNiLklCoamMQtjYX1-g,35.106876,138.885417,JP,Japan,Asia,Numazu
qg9BNe9SLUwa7zBbHbigsQ,34.030513,-117.975448,US,United States,North America,Avocado Heights
pOw7qNOd5M7gJ13IPlhtGQ,50.84506445,4.34623226,BE,Belgium,Europe,Brussels
jRVm9aAuVmkK7r8nznBLmw,47.483349745162,19.054313180968,HU,Hungary,Europe,Budapest IX. keruelet
42ltiq6R1DcjCCBeqTNKLw,51.5110406,-0.11363831,GB,United Kingdom,Europe,City of Westminster
JLbSKSeJWJMf4C4j-c9Scg,33.95375742,-84.6560748,US,United States,North America,Kennesaw
z5DZkGnSY11B6C58HPrf5g,47.61725644,-122.19099892,US,United States,North America,Bellevue
q9rK7JXv8qzDGg3ujMqowA,49.105408,-122.73847,CA,Canada,North America,Langley
cV98N96fiioLJdOtsb_y4w,19.36054432,-99.16321059,MX,Mexico,North America,Coyoacan
gf-GzEaxGFxVOnXzKf8e8A,36.225077,139.864323,JP,Japan,Asia,Yuki
LvqqaiVbTRXxZzpkFm8HUg,-23.55972163,-46.68909691,BR,Brazil,South America,Sao Paulo
dYsVP_3HwCpnzlUBH3c7qQ,35.086871,138.930623,JP,Japan,Asia,Mishima
zOzaSlw3JN4KzCVdyH2OnQ,50.087954270008,14.426335639969,CZ,Czechia,Europe,Prague
7jnm8yJvsndKX03z6h5YpQ,32.71804356,-117.17338989,US,United States,North America,San Diego
UzFfIm2kmXDFbQ5bf8ENTw,49.0137797,8.46453262,DE,Germany,Europe,Karlsruhe
Ghvu_prj4sdm3bYamy4SkQ,13.73045117643,100.5345207189,TH,Thailand,Asia,Bang Rak
pTSofzT4CAWXw8BhmiPHNQ,52.351711665072,4.9134177166256,NL,Netherlands,Europe,Amsterdam
7BzadvL6tPeGotqEMW6-tA,43.649558333333,-79.367430555556,CA,Canada,North America,Toronto
jebnubu2Hl7AZxdMyAGGZw,51.5147846,-0.1297554,GB,United Kingdom,Europe,London
aAD1nr59NaEkLor0TJadaA,35.700258,139.793857,JP,Japan,Asia,Urayasu
D4J8uMZ4OdmebvfK50aRpA,1.313538,103.854355,SG,Singapore,Asia,Singapore
hcRKqSnFqkA1fgO0cgdfhA,40.7631946,-73.9452766,US,United States,North America,Long Island City
7dr4Cszty20X3mTRLtiWrA,48.877553,2.370926,FR,France,Europe,Paris
1vNOWEbcBsz38xR0AkJ-pA,18.7908195,98.9877313,TH,Thailand,Asia,Chiang Mai
5MMCve0U0BCmDcsYQdWrnw,50.941277233444,5.981028478124,NL,Netherlands,Europe,Brunssum
wlIhrSf1oVE8sQnRtfuqJA,41.89032596,12.47531225,VA,Holy See (Vatican City State),Europe,Vatican City
OQdRFPg9aKFyTuQl34K7FQ,34.97592461,135.81576524,JP,Japan,Asia,Otsu-shi
GMjEeKpUsMiq7HvVvIXawQ,40.719063055556,-73.996433055556,US,United States,North America,New York City
UFYi8tGysD4sV8VPGCiWUw,41.46502892,-82.13243347,US,United States,North America,Sheffield Lake
RrRAd6-KCX5d9RCGxDK_jQ,48.19939383,16.39416557,AT,Austria,Europe,Vienna
2Ngre3iNIrll-cTM1gGDPA,43.657659,7.170962,FR,France,Europe,Saint-Laurent-du-Var
p8Rb8E2RXD99WfDJiG1p6A,-12.98530159,-38.50527468,BR,Brazil,South America,Salvador
FpMfbDRbIc8PsFvBKHTjrw,42.326565,-71.148768,US,United States,North America,Brookline
3zcZjpvjm19DBYD21Dx6kQ,13.71384589117,100.59268400053,TH,Thailand,Asia,Phra Khanong
axPpbh9KcHLwcB5qjdWfSg,52.250298,5.213,NL,Netherlands,Europe,Laren
ZAdgP3Q5NV5b9Jbly_EArA,8.98042615,-79.50820579,PA,Panama,North America,Panama
qDZsIIxRrJLUTkxfzQY2bQ,12.13433766,-86.26791961,NI,Nicaragua,North America,Managua
VKROoGeONkwcpZ946iUGzg,35.585243,139.628306,JP,Japan,Asia,Chofugaoka
_a5_f8l5IVEpfYydxUa_FA,43.29729,5.368721,FR,France,Europe,Marseille 02
HdRwJXfIQptF3FqnfIulkg,26.024591666667,-80.114905555556,US,United States,North America,Hollywood
2aggH7f4XkR-1i8Z16DgRQ,35.090922620278,138.37593723083,JP,Japan,Asia,Shizuoka-shi
qgyjGX1m6acSruOo7K18mA,55.945793,-3.218903,GB,United Kingdom,Europe,Edinburgh
2LHNsNpByMUjcMmF4L2qbg,35.115675,138.617128,JP,Japan,Asia,Fuji
UVztnXiK7p3Pm1ez5X64Vg,35.082486,138.857965,JP,Japan,Asia,Numazu
TnLynZVaT86n7KEtN1Nxew,-27.448015,152.979348,AU,Australia,Oceania,Milton
6DStJrHktwh-wT6o8EWJsg,43.64218834,-79.38573607,CA,Canada,North America,Toronto
h3n0YKO-Lo-B9sS1DrEzcw,35.651865,139.785516,JP,Japan,Asia,Tokyo
aIBEGOgrKlIVZrawOHUTgQ,42.224965310197,1.8735747746257,ES,Spain,Europe,Guardiola de Bergueda
FPF7aU2gr7IOR9O5QSlylQ,42.889758,140.750644,JP,Japan,Asia,Niseko Town
OsQllen9JSBqGpLLgeq9fw,30.234088,-97.869067,US,United States,North America,Barton Creek
nQrQRN7XKCnHqMgF1UbZOA,42.306237,-71.153256,US,United States,North America,Jamaica Plain
J7hq7gP54aP411sIvXb2Fg,41.45309954,2.23233925,ES,Spain,Europe,Badalona
_4SjTmQ-zn3XSv4D1-Tg4w,52.228214,21.00351,PL,Poland,Europe,Warsaw
FKFJwLPuDL-tE702oluY9A,1.296238,103.851578,SG,Singapore,Asia,Singapore
DBEDlxlkbVZasiYaigW4QA,35.939441666667,-83.948919444444,US,United States,North America,Knoxville
6R3QO9IiEEOd3CBLLTMu3Q,52.50955747,13.37728,DE,Germany,Europe,Tiergarten Bezirk
lkBuBI7zl-TnBmcbSfnkcA,38.94459513,-77.06369493,US,United States,North America,Chevy Chase Village
6h-aByB9JpgT0RcEsaGn4w,35.651142,139.811673,JP,Japan,Asia,Urayasu
sT8qi4Wae8B32b9JsFE-Gg,51.356377777778,12.282408333333,DE,Germany,Europe,Schkeuditz
qLA72iylyf7R-p5Xo0OVyA,36.035184,139.665216,JP,Japan,Asia,Shiraoka
0ImMgBKkZDtJiYZ4-PN5TA,33.7806559,-84.372841,US,United States,North America,Atlanta
5cB9pgzeH9BusEfyw-J5Gg,37.734138055556,-122.49161138889,US,United States,North America,Daly City
sqyeUHB5uJsSGo_Hzw_boA,-33.855719444444,151.14741388889,AU,Australia,Oceania,Canada Bay
pS-fyT2jlgihueLZ78rcrg,1.298086,103.849351,SG,Singapore,Asia,Singapore
DF4eRJfIYeKGfpTIu80HzA,51.499341,-0.116094,GB,United Kingdom,Europe,City of Westminster
i2WwHipuoSCqnwG-CO4mYQ,47.9554673,-122.2610375,US,United States,North America,Mukilteo
n6AgomcAhCXHb8EVJDBzdg,51.501202,-0.124335,GB,United Kingdom,Europe,London
KqvA5e5qcZKPDXuiIT7_mg,35.653489,139.811173,JP,Japan,Asia,Urayasu
fn4i3VGJQAU_yT-PbUt0vQ,34.773984208229,138.14537094054,JP,Japan,Asia,Kanaya
1CHtM4yh7kdvmeMvb3io1g,35.008028,138.472234,JP,Japan,Asia,Shizuoka-shi
wjwbHpmEcTD-W9Gm4214MA,35.470015,139.442911,JP,Japan,Asia,Minami-rinkan
k4-V8XkowhVmmKlFbetUpw,41.152814,-8.630564,PT,Portugal,Europe,Porto
RYKwfxEvD0FKHQon9GLHcQ,12.9760288,77.58708018,IN,India,Asia,Bangalore
ws3umu_hjhk2lFiKB5J7Mg,-23.09414108,-47.20189454,BR,Brazil,South America,Indaiatuba
_uTXOF8FBlCYVJUQtOfGRg,34.076202,-118.318103,US,United States,North America,Hollywood
q3emdTfqPsnk_xyMkYG13g,-6.8190055555556,39.286772222222,TZ,"Tanzania, United Republic of",Africa,Dar es Salaam
E1HV009l6QdMOGzJCifqVw,52.943205050935,-9.4195268165764,IE,Ireland,Europe,Kilrush
3Zl9XTmpfim-gUm7QQBMJg,-23.30977045,-51.16003203,BR,Brazil,South America,Londrina
5i3mFOt92fEkvrsgCUFp5A,26.047158333333,-80.194091666667,US,United States,North America,Davie
nb_a2R1Y64Qdcb5-qHIecg,43.06641914,141.48927607,JP,Japan,Asia,Ebetsu
kQUWqjbeTf29XnlbzBPIEw,37.827588055556,-122.20955972222,US,United States,North America,Piedmont
Cmg0oL8d1V2ijuJgcSHguw,5.3238183,-4.001985,CI,Côte d'Ivoire,Africa,Abidjan
hBaQLOLaB4ta-NkkGSCMpA,34.9633748225,138.37126008694,JP,Japan,Asia,Shizuoka-shi
g3omAHEjf0I9G2QjoYp8cA,-34.81700984,138.50674007,AU,Australia,Oceania,Birkenhead
MhV92oiJwQVksVbM6Ru_1w,35.618508,139.596127,JP,Japan,Asia,Chofugaoka
jxwNrgAR8upXxxBYhbvM4g,51.45669911,7.02040885,DE,Germany,Europe,Essen
58NFVbyl6eejkjuAgt3RPQ,43.667475,-79.590688888889,CA,Canada,North America,Etobicoke
C_IeXthKsEqFUzRA03im8A,34.47002,-118.561247,US,United States,North America,Valencia
7dXcyg9oCu8A0mJ8-fqfqQ,43.688691666667,-79.58705,CA,Canada,North America,Etobicoke
lNQdLz1vzz4Hiii0gv6I0g,51.4416737,6.9948119,DE,Germany,Europe,Essen
j3bFSok-hVMrcMVu9deNwg,40.469686,-3.714262,ES,Spain,Europe,Tetuan de las Victorias
TzsNlqt5XhAjuEhjIhdTBw,32.801223,-117.113427,US,United States,North America,La Mesa
RdM8c5Tju6g4Yvm2f8ZJfg,52.26886018,20.98626422,PL,Poland,Europe,Zoliborz
5CS2ELIPfJKvrEg7XS86nw,43.708861,7.308256,FR,France,Europe,Villefranche-sur-Mer
3tol9yKyV1bTtxBmMgNHYg,35.658667,139.788551,JP,Japan,Asia,Urayasu
hVDTKnztlLr_ewwVLb6uRg,-23.561008,-46.691262,BR,Brazil,South America,Sao Paulo
3E13VlqqZSWK3sbs4WEnAg,-34.6146757,-58.5240522,AR,Argentina,South America,Caseros
kilbQr6UF_YnE4BSwFxU7Q,47.502475236543,19.085852522403,HU,Hungary,Europe,Budapest VII. keruelet
OJ_HaA0_ui3a4Ti5ReLghw,51.4469046,7.0026204,DE,Germany,Europe,Essen
a67XXcNj1rWsU9nrehexaw,52.3916331,13.07468,DE,Germany,Europe,Potsdam
2b3Z0b0MJ2asv3THhHp_bA,29.698488,-95.290737,US,United States,North America,South Houston
F_gIgRSDT7E_vPZPZbYW3A,51.284136,-0.26780699999995,GB,United Kingdom,Europe,Headley
gGXc6-oeHOnU7Kb750QjCQ,43.721930555556,-79.571708333333,CA,Canada,North America,Etobicoke
Q0MXf102E-kpWvykixYcMg,54.49576797,11.22145391,DE,Germany,Europe,Fehmarn
Kpuc81vbkJRppwBroR5WOg,28.72817588,-82.05435031,US,United States,North America,Lake Panasoffkee
tlM1df9SVZEYWiu__igVOg,22.279348,114.17114,HK,Hong Kong,Asia,Wan Chai
07uWBP_EQE-psN5x5HbV-w,46.956387,7.4239250000001,CH,Switzerland,Europe,Bern
GnWKq6Ll9Xn7l8heMxyEEA,4.7127051930556,-74.078327324167,CO,Colombia,South America,Barrio San Luis
fTiAhGQ6k4IywKnf1EIRrA,35.349451,139.142694,JP,Japan,Asia,Hadano
hhBpzLqnzuzDGa-sAIiFJQ,40.741596428571,-111.896293,US,United States,North America,Salt Lake City
mqzmyoQPyBNTARq-T03cBw,51.499301,-0.117077,GB,United Kingdom,Europe,City of Westminster
SE5bnzwOzOk9j7WlvyhaxQ,50.07007031,14.41019143,CZ,Czechia,Europe,Vysehrad
wVitWBa2xkmCrst897LH5w,-23.560258,-46.657778,BR,Brazil,South America,Sao Paulo
ZwUz9m77yM5L-OuQPIxlMg,39.266212,-76.796128,US,United States,North America,Ellicott City
cGJQyM0409eDwOizddohGg,33.902984,-117.907594,US,United States,North America,Brea
lX9gXyMFn6k9vWfbtwm7Fw,47.61691377,-122.18846039,US,United States,North America,Bellevue
sUS-Ltfb1fVNO3bd6ZObzQ,9.4435016,-5.6307766,CI,Côte d'Ivoire,Africa,Korhogo
gFrrSip743DoSH9yvdqnPg,44.115161,15.443883,HR,Croatia,Europe,Galovac
kyALQU6v2Wxcdrb7OnUGww,-23.561763,-46.6902,BR,Brazil,South America,Sao Paulo
9ihoueYJcF997998qtK_9A,29.78024143,-95.45369226,US,United States,North America,Hunters Creek Village
CBdU-F236guDcS7UBn2Jpw,47.7245136,-122.1890557,US,United States,North America,Kingsgate
ajEJQ7TpEbhfZGQd4hxz8A,42.068318,-88.053752,US,United States,North America,Hoffman Estates
J8xdf2DKYK27elMSnSKITw,39.945253,139.717709,JP,Japan,Asia,Tenno
ghZomxsm77VxDv02yPdRMg,50.074814403422,14.403996585449,CZ,Czechia,Europe,Mala Strana
PyldAHI2xYZe3X_dgUpAQA,37.81817,-122.23481305556,US,United States,North America,Piedmont
1BrbxQ3e3i-FPpifwOqycg,30.40434,-97.745181,US,United States,North America,Jollyville
mUmZpyV4yDLwgRBNFb5yRw,-43.531187,172.567629,NZ,New Zealand,Oceania,Christchurch
rGofmlJp4WOQtAk8rAErgA,-27.429294830489,153.03698878893,AU,Australia,Oceania,Wooloowin
317HZ5wmNYSX1_-909n1zg,-6.8147666666667,39.254130555556,TZ,"Tanzania, United Republic of",Africa,Magomeni
IV2d7Om_Ve2EnPUebuaYmQ,43.699681,7.268144,FR,France,Europe,Nice
v6ghrVjpkWy427sPXnev7g,35.274206388889,139.67710472222,JP,Japan,Asia,Yokosuka
87ehvo8_cvUeeg27fYg6kg,43.628669444444,-79.596402777778,CA,Canada,North America,Etobicoke
AGxQK4GN_qg5qCl-e0KpWQ,55.169567,-1.6916939,GB,United Kingdom,Europe,Morpeth
ZqPQ4iaH-cEuqbmr5S5PpQ,32.72810745,-117.15197598,US,United States,North America,San Diego
CnZ1nic0fCHdSFu0oK-jCA,42.363108,-71.056797,US,United States,North America,Boston
ODXCeg-xev2ic7VGFHKu2Q,-15.833767,-48.03824,BR,Brazil,South America,Brasilia
DL2cNWCaRrdkjCJyBANUkQ,19.478009,-99.119751,MX,Mexico,North America,Colonia Lindavista
bvUeQR1ezfqNVSOfWJWygQ,36.026858,140.282624,JP,Japan,Asia,Inashiki
GkM7YKoOd448fICAE8t_MQ,19.411545,-99.144043,MX,Mexico,North America,Benito Juarez
BkJn8jQHFe6apNRi8WVmCQ,37.756105555556,-122.43506388889,US,United States,North America,San Francisco
8_I_AA2in-aVkONm32ZObQ,42.373793,-83.050569,US,United States,North America,Hamtramck
1e4P6AA39xI1SdKN-HC6rw,-41.283264,174.757695,NZ,New Zealand,Oceania,Kelburn
oApYZHLphutVYE9RTWT08g,19.36857259,-99.18180182,MX,Mexico,North America,Alvaro Obregon
77r5CFYeA3oLMRiSyH0yvQ,37.775905,-122.492105,US,United States,North America,San Francisco
2VleXPzeiEzhCylADT8Ntg,1.28676598,103.85354225,SG,Singapore,Asia,Singapore
ggpWvIvvNawqqHpRcscacA,53.3962343,-6.2163825,IE,Ireland,Europe,Bonnybrook
HHL-YOLkviM72qWQuRl-3Q,52.1708833,0.1196245,GB,United Kingdom,Europe,Cambridge
LguplCsAFQI7EF_IAJnXnQ,-22.9130518,-43.1913237,BR,Brazil,South America,Rio de Janeiro
ilPNqtwqKgEoVJnLXadlcA,47.501948350109,19.039380820468,HU,Hungary,Europe,Budapest
rP9Hk4QnFYFGSjgtxtjMMQ,-33.493643,-70.599905,CL,Chile,South America,"Villa Presidente Frei, Nunoa, Santiago, Chile"
hlgI3QE-9-bscgHcqNFOmQ,22.339688333333,114.15740333333,HK,Hong Kong,Asia,Sham Shui Po
SyrTuifFRruW13pUXsgiJg,47.765364,1.611668,FR,France,Europe,Tavers
CmJqyzm_LHyqOT8mMNTXBA,37.45330337,139.83904346,JP,Japan,Asia,Kitakata
0SazT9wChzEj_AH9wTChVg,48.864328333333,2.3444133333333,FR,France,Europe,Paris
ZetYYDMzEQaUkENPCuq7hg,34.008786,-6.851671,MA,Morocco,Africa,Rabat
KZUvW1BiZzzAmJOB50EFlA,37.54929,140.384136,JP,Japan,Asia,Motomiya
uoEW5eQE8NznsCBPGuQ-WA,33.4502649,-112.0700198,US,United States,North America,Phoenix
CqkkjCbNnWbuJkibzguBSw,34.732283,135.731982,JP,Japan,Asia,Ikoma
P13LSFHUhMdQU44iPW6knQ,-33.4106169,-70.586494,CL,Chile,South America,"Villa Presidente Frei, Nunoa, Santiago, Chile"
2_MHBTsYKK9t_-twwkyKag,37.756883333333,-122.421325,US,United States,North America,San Francisco
o2J1YOkZ9C3H0v_yL445AA,39.948826,-75.147714,US,United States,North America,Philadelphia
vdJeA_FW74d1qAY9HOoRJg,35.023769,138.483529,JP,Japan,Asia,Shizuoka-shi
NRdx3CG9X6tm3h-5aTcnPg,13.643265953056,100.68251984167,TH,Thailand,Asia,Bang Na
VBtT2jG0WvapedSouieW1w,42.357312,-71.2398,US,United States,North America,Waltham
oSOeklD6vGcTq6X5futMbg,39.328964,-76.441121,US,United States,North America,Middle River
ILEMD8Q1FCYlgiwEDRraUw,50.091314579979,14.4089215,CZ,Czechia,Europe,Mala Strana
39bQJF94TrvebfWApuZujA,9.9972489,-84.1133996,CR,Costa Rica,North America,Heredia
Sim8FB_C2VJ_y8Q0ReYUDA,41.40750262548,2.2017958760262,ES,Spain,Europe,Sant Marti
dGkOGVG3flIpm-9eC3Bi2A,33.4480761,-112.0652482,US,United States,North America,Phoenix
kSPNsKaq3oCYNEJOdit2GA,18.797733333333,98.961081666667,TH,Thailand,Asia,Chiang Mai
DJC-67MBS1E8xT4OtzL4Qw,43.44662083,-79.68682694,CA,Canada,North America,Oakville
PLn2SwsrAXovfYeQrA9T4Q,35.995872,139.913793,JP,Japan,Asia,Iwai
bWAdK25yE_S5w-3lUAlfxA,37.07826132,-113.57211981,US,United States,North America,Saint George
fgoFSo19hUa_arOlylX0XQ,35.624301,139.637953,JP,Japan,Asia,Tokyo
G6FYoewKY6gCBn0laRt5Cw,37.753911,140.435832,JP,Japan,Asia,Fukushima-shi
lPJ41nsL78dC4Ws65Y-cFQ,41.569397,1.929847,ES,Spain,Europe,Viladecavalls
dX-i3GyJA0NdZQQ4tmCoZA,48.7863511,2.318596,FR,France,Europe,Bourg-la-Reine
qszc8KCcv75PblnXRhuXYw,51.484891,-0.110063,GB,United Kingdom,Europe,Kennington
atsph6J-jmoYVWNgB7MBJQ,37.799661111111,-122.46944166667,US,United States,North America,San Francisco
O-CWZADvl1ov8dwk3O6_lA,52.411702,13.056593,DE,Germany,Europe,Potsdam
2gLRdpU0HWZRxMywQMopjw,35.113826,138.926715,JP,Japan,Asia,Mishima
p1doKVZfIUE3bQ8OjmBV3w,37.317705,140.485829,JP,Japan,Asia,Sukagawa
MrKcoBaLF1BoYouaXhItxA,44.905263888889,-91.825025,US,United States,North America,Tainter Lake
KsEpQd7J9EIzyc5rkYtpLw,4.53391,101.140534,MY,Malaysia,Asia,Ipoh
Wgciz0WgYmE2ki0_Laht3g,42.346676,-71.092955,US,United States,North America,Cambridge
pRD2yHe-TrhydDf-k1oDSA,39.934281,139.876035,JP,Japan,Asia,Tenno
OeiGUbHuvxm4CgGitQoMAA,39.308418,-76.626095,US,United States,North America,Baltimore
8TswqxTaebmPW2bmaQoYmg,48.848909,2.403331,FR,France,Europe,Saint-Mande
1Lx5fkCA0in5x7OVEn1bAA,39.96670168,-76.77611202,US,United States,North America,Shiloh
VLAewuP8KB83ub_Di4xY9Q,29.724888,-95.388181,US,United States,North America,Houston
8FF58wpNZtOO8WjdFASPcg,37.789952,-122.397715,US,United States,North America,San Francisco
A_xzrPbmGDr7xTpfSI-o0g,50.890151666667,4.7300366666667,BE,Belgium,Europe,Leuven
uHz7TRtWRs2z-7PXmOwK9w,34.983783,138.407462,JP,Japan,Asia,Shizuoka-shi
jGdgNk5GTo7pldEjJ1q9UQ,52.168241666667,0.10944444444444,GB,United Kingdom,Europe,Grantchester
8Z0fY_TdSaK_0iHW8nb9bQ,39.321649,-76.619899,US,United States,North America,Baltimore
O7VZTUCmSfO-0Q3f3Eb5QA,-41.456403856622,147.14276178807,AU,Australia,Oceania,West Launceston
3qorfjHSLAvcN-dGaweMeg,40.055862,-75.047938,US,United States,North America,Rockledge
